symbol,subtype,mean_expr
SOX11,Luminal A,60.487083982683984
SOX11,Luminal B,111.89522913385827
SOX11,Normal-like,203.6939625
SPAG5,Basal-like,1219.5554226804124
SPAG5,HER2-enriched,1481.7938086206896
SPAG5,Luminal A,484.2500956709957
SPAG5,Luminal B,1229.916962992126
SPAG5,Normal-like,519.7805625
SPC24,Basal-like,45.48470515463917
SPC24,HER2-enriched,35.14778965517242
SPC24,Luminal A,13.95058051948052
SPC24,Luminal B,37.501109448818895
SPC24,Normal-like,18.0938125
SPC25,Basal-like,224.8412587628866
SPC25,HER2-enriched,185.46890172413794
SPC25,Luminal A,98.17315108225108
SPC25,Luminal B,206.11498897637796
SPC25,Normal-like,174.16165
SPOCD1,Basal-like,88.45404536082474
SPOCD1,HER2-enriched,120.48108103448276
SPOCD1,Luminal A,111.17385194805195
SPOCD1,Luminal B,126.8864188976378
SPOCD1,Normal-like,51.344924999999996
SPP1,Basal-like,7104.537228865979
SPP1,HER2-enriched,4173.0978379310345
SPP1,Luminal A,5028.695932467533
SPP1,Luminal B,4569.859203937008
SPP1,Normal-like,9140.326225
SQLE,Basal-like,2792.827624742268
SQLE,HER2-enriched,3416.1848999999997
SQLE,Luminal A,1940.563658874459
SQLE,Luminal B,3209.2423748031497
SQLE,Normal-like,2932.99135
SRD5A2,Basal-like,22.86928969072165
SRD5A2,HER2-enriched,16.818637931034484
SRD5A2,Luminal A,9.328332467532467
SRD5A2,Luminal B,5.094663779527559
SRD5A2,Normal-like,5.78305
SRMS,Basal-like,17.21879793814433
SRMS,HER2-enriched,65.61092413793104
SRMS,Luminal A,44.34085930735931
SRMS,Luminal B,56.6397125984252
SRMS,Normal-like,24.1056125
ST6GAL2,Basal-like,158.8905113402062
ST6GAL2,HER2-enriched,240.6903379310345
ST6GAL2,Luminal A,321.4358350649351
ST6GAL2,Luminal B,198.0881157480315
ST6GAL2,Normal-like,107.3167
STARD3,Basal-like,820.9682288659794
STARD3,HER2-enriched,5525.570203448276
STARD3,Luminal A,942.8296173160173
STARD3,Luminal B,1556.561574015748
STARD3,Normal-like,757.3702375
STAT1,Basal-like,10974.392421649485
STAT1,HER2-enriched,10619.01516724138
STAT1,Luminal A,6618.920317316018
STAT1,Luminal B,9558.036728346457
STAT1,Normal-like,6652.4121875
STIL,Basal-like,766.5062917525773
STIL,HER2-enriched,465.326325862069
STIL,Luminal A,227.6575844155844
STIL,Luminal B,438.87052913385827
STIL,Normal-like,222.6559
STMN1,Basal-like,9699.836807216494
STMN1,HER2-enriched,5923.89439137931
STMN1,Luminal A,2721.896451082251
STMN1,Luminal B,4369.570028346457
STMN1,Normal-like,5560.6306875
STX1A,Basal-like,115.83081649484537
STX1A,HER2-enriched,215.42201896551725
STX1A,Luminal A,109.57331515151515
STX1A,Luminal B,149.43360157480313
STX1A,Normal-like,127.471675
SULF1,Basal-like,4505.138775257732
SULF1,HER2-enriched,8137.613781034483
SULF1,Luminal A,7028.160227272728
SULF1,Luminal B,6336.636285826771
SULF1,Normal-like,4240.8633625
SULF2,Basal-like,3551.6858154639176
SULF2,HER2-enriched,3995.0696034482758
SULF2,Luminal A,6752.659256709957
SULF2,Luminal B,5602.806543307087
SULF2,Normal-like,10885.1982125
SYCP2,Basal-like,568.7734041237113
SYCP2,HER2-enriched,779.1313844827586
SYCP2,Luminal A,627.2866086580086
SYCP2,Luminal B,1090.3986322834646
SYCP2,Normal-like,706.3687125
SYNGR2,Basal-like,4594.105086597938
SYNGR2,HER2-enriched,7135.771827586207
SYNGR2,Luminal A,5596.671129004329
SYNGR2,Luminal B,7355.798072440944
SYNGR2,Normal-like,7945.324425
SYNGR3,Basal-like,54.25412164948454
SYNGR3,HER2-enriched,64.78782586206897
SYNGR3,Luminal A,58.75169653679654
SYNGR3,Luminal B,88.08184330708661
SYNGR3,Normal-like,120.61077499999999
SYT1,Basal-like,58.671180412371136
SYT1,HER2-enriched,178.51141896551724
SYT1,Luminal A,968.0782757575757
SYT1,Luminal B,909.9181811023622
SYT1,Normal-like,263.30888749999997
TACC3,Basal-like,1468.2281051546393
TACC3,HER2-enriched,1055.3152672413794
TACC3,Luminal A,602.2353722943723
TACC3,Luminal B,1139.5132913385826
TACC3,Normal-like,1236.7427875
TAP1,Basal-like,6527.63576185567
TAP1,HER2-enriched,4269.588589655173
TAP1,Luminal A,2403.0567645021647
TAP1,Luminal B,3577.8098787401573
TAP1,Normal-like,3094.7170625
TBX20,Basal-like,5.7346597938144335
TBX20,HER2-enriched,3.3012706896551722
TBX20,Luminal A,3.535009523809524
TBX20,Luminal B,6.96804409448819
TBX20,Normal-like,0.418725
TCF19,Basal-like,1198.724325773196
TCF19,HER2-enriched,755.75085
TCF19,Luminal A,413.89537748917746
TCF19,Luminal B,871.8364291338582
TCF19,Normal-like,505.74495
TDRKH,Basal-like,796.143475257732
TDRKH,HER2-enriched,622.3256965517241
TDRKH,Luminal A,530.6093757575758
TDRKH,Luminal B,579.8989338582677
TDRKH,Normal-like,324.3306625
TFR2,Basal-like,104.27017113402061
TFR2,HER2-enriched,33.651756896551724
TFR2,Luminal A,48.05564458874459
TFR2,Luminal B,85.21966929133859
TFR2,Normal-like,66.894325
TFRC,Basal-like,5277.017335051546
TFRC,HER2-enriched,5237.055427586207
TFRC,Luminal A,2880.2029982683985
TFRC,Luminal B,3686.628619685039
TFRC,Normal-like,3042.19005
TG,Basal-like,14.435105154639174
TG,HER2-enriched,9.743818965517242
TG,Luminal A,7.689362337662337
TG,Luminal B,8.330237007874016
TG,Normal-like,9.2118
THBS2,Basal-like,5482.017413402062
THBS2,HER2-enriched,8990.112877586207
THBS2,Luminal A,9380.142565800867
THBS2,Luminal B,6161.770116535433
THBS2,Normal-like,4717.3236125
TIGIT,Basal-like,177.86437938144329
TIGIT,HER2-enriched,133.18475172413793
TIGIT,Luminal A,73.63873679653679
TIGIT,Luminal B,94.24465118110236
TIGIT,Normal-like,193.278275
TIMELESS,Basal-like,1137.5905247422681
TIMELESS,HER2-enriched,1322.1753068965518
TIMELESS,Luminal A,838.2365147186147
TIMELESS,Luminal B,1611.8579409448819
TIMELESS,Normal-like,746.7846375
TK1,Basal-like,1904.1228226804124
TK1,HER2-enriched,1910.6677844827586
TK1,Luminal A,824.9983610389611
TK1,Luminal B,2048.1138488188976
TK1,Normal-like,1904.4287749999999
TLCD1,Basal-like,304.8607628865979
TLCD1,HER2-enriched,420.9260275862069
TLCD1,Luminal A,216.72278787878787
TLCD1,Luminal B,286.287688976378
TLCD1,Normal-like,249.4572
TMEM132A,Basal-like,2344.601764948454
TMEM132A,HER2-enriched,3585.2797620689657
TMEM132A,Luminal A,1432.3988255411255
TMEM132A,Luminal B,2042.3591409448818
TMEM132A,Normal-like,1999.0532125
TMEM171,Basal-like,25.537041237113403
TMEM171,HER2-enriched,11.54549827586207
TMEM171,Luminal A,3.336843722943723
TMEM171,Luminal B,5.209907874015748
TMEM171,Normal-like,36.779125
TMEM92,Basal-like,28.621646391752577
TMEM92,HER2-enriched,54.00821724137931
TMEM92,Luminal A,17.894303030303032
TMEM92,Luminal B,15.093383464566928
TMEM92,Normal-like,28.145625000000003
TMEM97,Basal-like,958.011093814433
TMEM97,HER2-enriched,1278.5310672413793
TMEM97,Luminal A,714.6626004329004
TMEM97,Luminal B,1299.4970275590551
TMEM97,Normal-like,924.9030375
TNFRSF4,Basal-like,75.59583092783505
TNFRSF4,HER2-enriched,67.42169827586207
TNFRSF4,Luminal A,45.95534805194805
TNFRSF4,Luminal B,47.2412842519685
TNFRSF4,Normal-like,78.6784875
TNFRSF9,Basal-like,41.23838144329897
TNFRSF9,HER2-enriched,27.845806896551725
TNFRSF9,Luminal A,15.302801731601733
TNFRSF9,Luminal B,19.30508031496063
TNFRSF9,Normal-like,40.5811
TNFSF4,Basal-like,128.99523917525772
TNFSF4,HER2-enriched,179.79136896551725
TNFSF4,Luminal A,179.0450922077922
TNFSF4,Luminal B,187.3286779527559
TNFSF4,Normal-like,139.3051875
TOP2A,Basal-like,5063.445856701031
TOP2A,HER2-enriched,6187.462781034483
TOP2A,Luminal A,2006.9243558441558
TOP2A,Luminal B,5709.498433858268
TOP2A,Normal-like,2122.76245
TPRN,Basal-like,359.45953298969073
TPRN,HER2-enriched,824.2460637931034
TPRN,Luminal A,912.2896722943723
TPRN,Luminal B,812.5543188976378
TPRN,Normal-like,647.1983375
TPX2,Basal-like,3703.167157731959
TPX2,HER2-enriched,2253.4399862068967
TPX2,Luminal A,930.6503614718615
TPX2,Luminal B,2196.8682070866143
TPX2,Normal-like,1273.236825
TRIM59,Basal-like,486.7192587628866
TRIM59,HER2-enriched,406.09705862068967
TRIM59,Luminal A,302.0558038961039
TRIM59,Luminal B,330.71982125984255
TRIM59,Normal-like,254.2933625
TRIP13,Basal-like,900.2447216494845
TRIP13,HER2-enriched,547.7631758620689
TRIP13,Luminal A,249.7162238095238
TRIP13,Luminal B,543.0680811023622
TRIP13,Normal-like,317.9949875
TROAP,Basal-like,458.91667113402065
TROAP,HER2-enriched,400.0035948275862
TROAP,Luminal A,139.03151904761904
TROAP,Luminal B,394.4922464566929
TROAP,Normal-like,362.1107125
TTK,Basal-like,833.5141463917525
TTK,HER2-enriched,459.8717413793103
TTK,Luminal A,165.241712987013
TTK,Luminal B,366.86662125984253
TTK,Normal-like,216.41565
TTYH3,Basal-like,3535.8506154639176
TTYH3,HER2-enriched,3405.3753103448275
TTYH3,Luminal A,1736.300838961039
TTYH3,Luminal B,1739.4982188976378
TTYH3,Normal-like,2533.9260625
TUBA1C,Basal-like,6672.28546185567
TUBA1C,HER2-enriched,6001.264929310345
TUBA1C,Luminal A,3372.1416987012985
TUBA1C,Luminal B,4616.363052755905
TUBA1C,Normal-like,4856.3285875
TUBB3,Basal-like,2315.253907216495
TUBB3,HER2-enriched,2051.7199965517243
TUBB3,Luminal A,817.5022
TUBB3,Luminal B,774.548983464567
TUBB3,Normal-like,701.065975
TUBG1,Basal-like,1279.910444329897
TUBG1,HER2-enriched,1062.6025396551724
TUBG1,Luminal A,1021.7633696969697
TUBG1,Luminal B,1416.0053456692913
TUBG1,Normal-like,1024.4339
TUFT1,Basal-like,1122.2787525773197
TUFT1,HER2-enriched,1373.3568637931035
TUFT1,Luminal A,1373.6489584415585
TUFT1,Luminal B,1474.5431322834645
TUFT1,Normal-like,929.83005
TYMP,Basal-like,2087.8000958762887
TYMP,HER2-enriched,2212.650981034483
TYMP,Luminal A,1521.6644272727274
TYMP,Luminal B,1821.096646456693
TYMP,Normal-like,1735.9630125
TYMS,Basal-like,1530.039919587629
TYMS,HER2-enriched,730.6245655172414
TYMS,Luminal A,425.90549437229436
TYMS,Luminal B,867.5893960629921
TYMS,Normal-like,579.916425
TYRP1,Basal-like,34.289388659793815
TYRP1,HER2-enriched,27.74464827586207
TYRP1,Luminal A,93.58505108225108
TYRP1,Luminal B,27.995570866141733
TYRP1,Normal-like,2.221925
UBE2C,Basal-like,1546.3405711340206
UBE2C,HER2-enriched,1156.2336913793104
UBE2C,Luminal A,381.027312987013
UBE2C,Luminal B,1038.8246039370079
UBE2C,Normal-like,1681.1272000000001
UBE2L6,Basal-like,2710.3198484536083
UBE2L6,HER2-enriched,2837.5146586206897
UBE2L6,Luminal A,2294.0469826839826
UBE2L6,Luminal B,2912.8420196850393
UBE2L6,Normal-like,2552.977475
UBE2S,Basal-like,835.2837948453608
UBE2S,HER2-enriched,553.4919431034483
UBE2S,Luminal A,295.24653116883115
UBE2S,Luminal B,547.4892
UBE2S,Normal-like,627.0493875
UBE2T,Basal-like,813.321912371134
UBE2T,HER2-enriched,690.7322293103448
UBE2T,Luminal A,275.81275930735933
UBE2T,Luminal B,641.6021236220472
UBE2T,Normal-like,540.7928625
UHRF1,Basal-like,660.1805618556701
UHRF1,HER2-enriched,633.9458637931034
UHRF1,Luminal A,303.25757965367967
UHRF1,Luminal B,717.2533275590552
UHRF1,Normal-like,456.4797875
ULBP1,Basal-like,94.93856907216495
ULBP1,HER2-enriched,50.107970689655176
ULBP1,Luminal A,15.328020779220779
ULBP1,Luminal B,36.604184251968505
ULBP1,Normal-like,9.20235
ULBP2,Basal-like,64.77048762886598
ULBP2,HER2-enriched,55.554065517241376
ULBP2,Luminal A,16.147765800865802
ULBP2,Luminal B,19.676512598425198
ULBP2,Normal-like,15.849375
UNC5B,Basal-like,1067.4107804123712
UNC5B,HER2-enriched,1798.230172413793
UNC5B,Luminal A,1948.4853562770563
UNC5B,Luminal B,1549.8097700787403
UNC5B,Normal-like,865.2301
USP35,Basal-like,198.35883711340207
USP35,HER2-enriched,181.91355862068966
USP35,Luminal A,307.5906458874459
USP35,Luminal B,353.03628188976376
USP35,Normal-like,146.5246625
VCAN,Basal-like,6302.766897938144
VCAN,HER2-enriched,10722.332524137932
VCAN,Luminal A,11729.090236796537
VCAN,Luminal B,7425.678243307087
VCAN,Normal-like,7507.2687875
WDHD1,Basal-like,501.8364206185567
WDHD1,HER2-enriched,420.80206896551726
WDHD1,Luminal A,238.8224199134199
WDHD1,Luminal B,410.5245086614173
WDHD1,Normal-like,165.0538125
WDR76,Basal-like,363.9475958762887
WDR76,HER2-enriched,292.99521896551727
WDR76,Luminal A,204.80021385281384
WDR76,Luminal B,398.0361283464567
WDR76,Normal-like,208.8788625
WT1,Basal-like,54.799675257731955
WT1,HER2-enriched,154.36157931034484
WT1,Luminal A,50.569658441558445
WT1,Luminal B,181.26513385826772
WT1,Normal-like,63.881575
XRCC2,Basal-like,176.23669381443298
XRCC2,HER2-enriched,100.92091724137931
XRCC2,Luminal A,58.64926666666667
XRCC2,Luminal B,111.20042755905511
XRCC2,Normal-like,51.2213875
ZBED2,Basal-like,41.33387422680413
ZBED2,HER2-enriched,35.68511896551724
ZBED2,Luminal A,13.805595238095238
ZBED2,Luminal B,22.071229133858267
ZBED2,Normal-like,37.5516875
ZBP1,Basal-like,114.80352886597939
ZBP1,HER2-enriched,96.09465862068966
ZBP1,Luminal A,45.923703463203466
ZBP1,Luminal B,69.45275511811023
ZBP1,Normal-like,66.9908625
ZIC1,Basal-like,280.4626773195876
ZIC1,HER2-enriched,61.57329310344828
ZIC1,Luminal A,21.98885974025974
ZIC1,Luminal B,17.486902362204724
ZIC1,Normal-like,22.8512375
ZIC2,Basal-like,50.22139175257732
ZIC2,HER2-enriched,63.19093103448276
ZIC2,Luminal A,36.082872294372294
ZIC2,Luminal B,71.28541417322835
ZIC2,Normal-like,20.692700000000002
ZNF367,Basal-like,348.2246144329897
ZNF367,HER2-enriched,278.25183620689654
ZNF367,Luminal A,160.1206186147186
ZNF367,Luminal B,351.98554960629923
ZNF367,Normal-like,160.4823
ZNF469,Basal-like,832.6886896907216
ZNF469,HER2-enriched,451.29997413793103
ZNF469,Luminal A,595.1991467532467
ZNF469,Luminal B,347.84449212598423
ZNF469,Normal-like,358.7288
ZNF668,Basal-like,263.1557474226804
ZNF668,HER2-enriched,316.21202068965516
ZNF668,Luminal A,324.34383896103895
ZNF668,Luminal B,290.2154275590551
ZNF668,Normal-like,331.4961125
ZNF695,Basal-like,197.52017422680413
ZNF695,HER2-enriched,98.02504137931035
ZNF695,Luminal A,29.858236796536797
ZNF695,Luminal B,65.30295826771653
ZNF695,Normal-like,46.669175
ZWINT,Basal-like,1152.332643298969
ZWINT,HER2-enriched,1351.6956844827587
ZWINT,Luminal A,581.391551948052
ZWINT,Luminal B,1262.594322047244
ZWINT,Normal-like,958.67885
