ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-3214847,HATs acetylate histones,30/428,141/11230,0.2127659574468085,5.58262079936369,10.899777319417984,8.20281480742684e-15,1.6711224676306835e-13,1.2562411944500963e-13,H2AC13/H3C12/H2BC17/H3C10/H2AC17/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/H2AC18/H3C13/H2AC11/H2BC18/H2AC7/H4C9/H2BC3/H2BC11/H2BC15/H2AC21,30
R-HSA-1912408,Pre-NOTCH Transcription and Translation,25/428,96/11230,0.2604166666666667,6.832895249221185,11.424429557026308,1.0411593335036211e-14,2.0803164375197353e-13,1.5638466102422813e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/E2F1/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),25/428,97/11230,0.25773195876288657,6.762453030157047,11.345600835730027,1.3540707562462622e-14,2.6544896523393704e-13,1.9954726934155443e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/SPOCD1/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,24/428,90/11230,0.26666666666666666,6.996884735202491,11.36958727370166,2.0128254108893846e-14,3.80241018529831e-13,2.858404698334782e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-73772,RNA Polymerase I Promoter Escape,24/428,90/11230,0.26666666666666666,6.996884735202491,11.36958727370166,2.0128254108893846e-14,3.80241018529831e-13,2.858404698334782e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-73894,DNA Repair,46/428,334/11230,0.1377245508982036,3.613660529408473,9.652264279899596,2.1071373930821244e-14,3.881387940206525e-13,2.917775038380267e-13,H2BC17/EXO1/DTL/ISG15/CLSPN/UBE2T/H2AC14/H2BC13/NEIL3/EME1/PCLAF/H2BC9/RAD51/H4C14/POLQ/H2BC6/H2BC7/CCNA2/H2AC4/H2BC14/H2BC10/H2AC18/KPNA2/RAD51AP1/BRIP1/H2AC7/BLM/H4C9/CHEK1/H2BC3/H2AX/FANCI/XRCC2/FANCA/H2BC11/H2BC15/FEN1/TIMELESS/BRCA1/BRCA2/UBE2L6/PARP1/FANCD2/RMI1/FANCB/POLD4,46
R-HSA-1474165,Reproduction,31/428,156/11230,0.1987179487179487,5.214024682482626,10.549878392266862,2.1293466081979975e-14,3.881387940206525e-13,2.917775038380267e-13,MND1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/RAD51/CATSPER1/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/BLM/H4C9/H2BC3/H2AX/H2BC11/H2BC15/SYCP2/BRCA1/BRCA2,31
R-HSA-211000,Gene Silencing by RNA,26/428,108/11230,0.24074074074074073,6.31663205261336,11.050893067104605,2.3402053111109916e-14,4.1921953762833113e-13,3.1514198563418436e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/MYBL1/TDRKH,26
R-HSA-977225,Amyloid fiber formation,26/428,109/11230,0.23853211009174313,6.258681299837092,10.981420426126098,2.9668257812411476e-14,5.224630485948394e-13,3.9275374302960425e-13,CALCA/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/UBE2L6,26
R-HSA-5693532,DNA Double-Strand Break Repair,32/428,170/11230,0.18823529411764706,4.938977460142936,10.300794706518259,3.973199639767495e-14,6.880257376197378e-13,5.172130057381547e-13,H2BC17/EXO1/CLSPN/H2BC13/EME1/H2BC9/RAD51/H4C14/POLQ/H2BC6/H2BC7/CCNA2/H2BC14/H2BC10/KPNA2/RAD51AP1/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/XRCC2/H2BC11/H2BC15/FEN1/TIMELESS/BRCA1/BRCA2/PARP1/RMI1/POLD4,32
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,24/428,94/11230,0.2553191489361702,6.699144959236428,11.044583886506812,5.813428690951553e-14,9.901889196555184e-13,7.44359635666273e-13,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),28/428,134/11230,0.208955223880597,5.482633561166132,10.390650866131285,1.071174643634449e-13,1.795081378606762e-12,1.3494254424053673e-12,H2BC17/EXO1/CLSPN/H2BC13/EME1/H2BC9/RAD51/H4C14/H2BC6/H2BC7/CCNA2/H2BC14/H2BC10/RAD51AP1/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/XRCC2/H2BC11/H2BC15/TIMELESS/BRCA1/BRCA2/RMI1/POLD4,28
R-HSA-427413,NoRC negatively regulates rRNA expression,25/428,106/11230,0.2358490566037736,6.188282489860695,10.682831931200072,1.2408605773265327e-13,2.046003796524495e-12,1.538052598167444e-12,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/DNMT1,25
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,21/428,72/11230,0.2916666666666667,7.652842679127726,11.272510859556569,1.2602910777436736e-13,2.046003796524495e-12,1.538052598167444e-12,H2BC17/H2AC14/H2BC13/CCNE2/H2BC9/CCNE1/H4C14/H2BC6/H2BC7/CCNA2/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/HMGA1,21
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,25/428,109/11230,0.22935779816513763,6.017962788304896,10.478740946468676,2.459406155184337e-13,3.931266146517733e-12,2.955270230197212e-12,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/DNMT1,25
R-HSA-1912422,Pre-NOTCH Expression and Processing,25/428,112/11230,0.22321428571428573,5.856767356475301,10.282135346657707,4.757394462697085e-13,7.489292192033745e-12,5.629962825073745e-12,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/E2F1/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,18/428,55/11230,0.32727272727272727,8.587085811384876,11.227237605237963,7.941729733029634e-13,1.195863361248955e-11,8.989723054016764e-12,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-110331,Cleavage of the damaged purine,18/428,55/11230,0.32727272727272727,8.587085811384876,11.227237605237963,7.941729733029634e-13,1.195863361248955e-11,8.989723054016764e-12,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-73927,Depurination,18/428,55/11230,0.32727272727272727,8.587085811384876,11.227237605237963,7.941729733029634e-13,1.195863361248955e-11,8.989723054016764e-12,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,24/428,105/11230,0.22857142857142856,5.997329773030708,10.240543060422155,8.103761744319157e-13,1.2028297789068006e-11,9.042092051556114e-12,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-69473,G2/M DNA damage checkpoint,23/428,96/11230,0.23958333333333334,6.286263629283489,10.353785533982142,8.477941062204849e-13,1.2406451779761743e-11,9.326363629586358e-12,H2BC17/EXO1/CDK1/H2BC13/H2BC9/CDC25C/H4C14/H2BC6/H2BC7/CCNA2/H2BC14/H2BC10/CCNB1/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/H2BC11/H2BC15/BRCA1/RMI1,23
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,25/428,115/11230,0.21739130434782608,5.7039821210889885,10.092533229999159,8.994446155530375e-13,1.2979485493883416e-11,9.757133110239092e-12,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/PSMD3/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,24/428,107/11230,0.22429906542056074,5.8852301511049,10.106628170990732,1.2584519600386628e-12,1.7911391595618775e-11,1.3464619384984687e-11,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-73854,RNA Polymerase I Promoter Clearance,24/428,109/11230,0.22018348623853212,5.7772442767726995,9.976061466811252,1.9334822068791846e-12,2.7147135310100982e-11,2.0407450889108893e-11,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-171306,Packaging Of Telomere Ends,17/428,51/11230,0.3333333333333333,8.746105919003115,11.035890434004562,2.4717619360399655e-12,3.390472955440457e-11,2.5487370780981908e-11,H2BC17/H2AC14/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,17
R-HSA-9816359,Maternal to zygotic transition (MZT),25/428,120/11230,0.20833333333333334,5.466316199376948,9.790917673577678,2.4800379654809885e-12,3.390472955440457e-11,2.5487370780981908e-11,H3C12/H2BC17/H3C10/UHRF1/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-73864,RNA Polymerase I Transcription,24/428,111/11230,0.21621621621621623,5.6731497852993185,9.84869446582285,2.9402813016845574e-12,3.9674704837016305e-11,2.98248629644558e-11,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,24
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,25/428,122/11230,0.20491803278688525,5.376704458403554,9.674968064516024,3.66366820201375e-12,4.8184193188509956e-11,3.622174291664494e-11,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-5619507,Activation of HOX genes during differentiation,25/428,122/11230,0.20491803278688525,5.376704458403554,9.674968064516024,3.66366820201375e-12,4.8184193188509956e-11,3.622174291664494e-11,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,18/428,60/11230,0.3,7.871495327102804,10.62283982500562,4.2753798889385925e-12,5.417219151959997e-11,4.072313064945361e-11,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-110329,Cleavage of the damaged pyrimidine,18/428,60/11230,0.3,7.871495327102804,10.62283982500562,4.2753798889385925e-12,5.417219151959997e-11,4.072313064945361e-11,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-73928,Depyrimidination,18/428,60/11230,0.3,7.871495327102804,10.62283982500562,4.2753798889385925e-12,5.417219151959997e-11,4.072313064945361e-11,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-3214858,RMTs methylate histone arginines,20/428,78/11230,0.2564102564102564,6.72777378384855,10.104087936833203,6.934049743350005e-12,8.680093594386331e-11,6.525129878967285e-11,H2AC13/H3C12/H3C10/H2AC17/H3C2/H2AC14/H3C8/H2AC16/H4C14/H3C3/H3C7/H2AC4/H2AC12/H2AC18/H3C13/H2AC11/H2AC7/H4C9/H2AX/H2AC21,20
R-HSA-73929,"Base-Excision Repair, AP Site Formation",18/428,62/11230,0.2903225806451613,7.6175761230027135,10.400337357707508,7.964915731744673e-12,9.851842196765136e-11,7.4059742768854e-11,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,18
R-HSA-5693607,Processing of DNA double-strand break ends,22/428,97/11230,0.2268041237113402,5.950958666538202,9.747862670771264,8.76109045853549e-12,1.0709144689903968e-10,8.050438538988649e-11,H2BC17/EXO1/CLSPN/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/CCNA2/H2BC14/H2BC10/BRIP1/BLM/H4C9/CHEK1/H2BC3/H2AX/H2BC11/H2BC15/TIMELESS/BRCA1/RMI1,22
R-HSA-73884,Base Excision Repair,21/428,90/11230,0.23333333333333334,6.122274143302181,9.711399415472183,1.468729133287904e-11,1.7744297319606188e-10,1.333900877478121e-10,H2BC17/H2AC14/H2BC13/NEIL3/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/FEN1/PARP1/POLD4,21
R-HSA-1474244,Extracellular matrix organization,40/428,318/11230,0.12578616352201258,3.3004173279257034,8.283394600195427,2.1737182314910298e-11,2.59596924427492e-10,1.9514808563416147e-10,IBSP/COL10A1/COL11A1/MMP1/MMP11/HAPLN1/MMP13/COMP/CEACAM6/COL20A1/FN1/ADAMTS14/SPP1/BGN/MATN3/MMP9/SCUBE3/ACAN/P4HA3/COL1A1/COL22A1/COL5A1/ADAM8/COL5A2/COL1A2/MFAP2/COL8A1/ASPN/COL3A1/COL12A1/SDC1/MMP14/ADAM19/SERPINH1/VCAN/ITGA11/LOXL1/COL6A3/CTSD/COL8A2,40
R-HSA-157579,Telomere Maintenance,23/428,112/11230,0.20535714285714285,5.388225967957276,9.290198607948128,2.5988787126501054e-11,3.0684488436857493e-10,2.3066602928066726e-10,H2BC17/H2AC14/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/CCNA2/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/BLM/H4C9/H2BC3/H2AX/H2BC11/H2BC15/FEN1/PIF1/CHTF18/POLD4,23
R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,25/428,133/11230,0.18796992481203006,4.932014615979201,9.079846151718636,2.7180007512071397e-11,3.103299758795844e-10,2.332858944355926e-10,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CDK5,25
R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,25/428,133/11230,0.18796992481203006,4.932014615979201,9.079846151718636,2.7180007512071397e-11,3.103299758795844e-10,2.332858944355926e-10,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CDK5,25
R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,25/428,133/11230,0.18796992481203006,4.932014615979201,9.079846151718636,2.7180007512071397e-11,3.103299758795844e-10,2.332858944355926e-10,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CDK5,25
R-HSA-9909648,Regulation of PD-L1(CD274) expression,30/428,194/11230,0.15463917525773196,4.057471818094228,8.550624221078198,4.768229286407535e-11,5.384989378888509e-10,4.048084817522187e-10,NEK2/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/PSMD3/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/STAT1/PDCD1,30
R-HSA-1221632,Meiotic synapsis,19/428,77/11230,0.24675324675324675,6.474390095885423,9.594571678745261,4.877709500600004e-11,5.449398033466026e-10,4.0965030553992115e-10,H2BC17/H2AC14/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/SYCP2/BRCA1,19
R-HSA-9018519,Estrogen-dependent gene expression,26/428,149/11230,0.174496644295302,4.578498400551966,8.752756026575613,6.202048069591628e-11,6.855242493942235e-10,5.153325495674119e-10,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/KPNA2/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CTSD,26
R-HSA-9918481,Dengue Virus-Host Interactions,37/428,292/11230,0.1267123287671233,3.324718345922417,8.011856242296647,1.0324381118138044e-10,1.1291612612363609e-9,8.488300043942859e-10,CLEC5A/H2AC13/NEK2/H3C12/H2BC17/H3C10/H2AC17/MMP9/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H2AC16/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2AC12/H2BC10/H2AC18/H3C13/SDC1/H2AC11/H2BC18/H2AC7/H4C9/GPC2/H2BC3/H2BC11/H2BC15/GPC4/H2AC21/IFIH1,37
R-HSA-9842860,Regulation of endogenous retroelements,25/428,142/11230,0.176056338028169,4.619422140318546,8.639669734707551,1.196350972581746e-10,1.2948006880337854e-9,9.733469535697978e-10,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/SPOCD1/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,25
R-HSA-389948,Co-inhibition by PD-1,31/428,214/11230,0.14485981308411214,3.8008778059219144,8.234351925587221,1.2418301123659862e-10,1.3301664811837728e-9,9.99932656945808e-10,NEK2/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/PSMD3/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/HLA-DQB1/STAT1/PDCD1,31
R-HSA-1442490,Collagen degradation,17/428,64/11230,0.265625,6.969553154205608,9.532862695239706,1.4610138733940983e-10,1.5489728718943553e-9,1.1644170720283794e-9,COL10A1/COL11A1/MMP1/MMP11/MMP13/MMP9/COL1A1/COL5A1/COL5A2/COL1A2/COL8A1/COL3A1/COL12A1/MMP14/COL6A3/CTSD/COL8A2,17
R-HSA-9670095,Inhibition of DNA recombination at telomere,17/428,67/11230,0.2537313432835821,6.657483609987446,9.245078058911597,3.2133702843966145e-10,3.3724158843313965e-9,2.5351629463288553e-9,H2BC17/H2AC14/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/H2AC4/H2BC14/H2BC10/H2AC18/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15,17
R-HSA-453279,Mitotic G1 phase and G1/S transition,24/428,139/11230,0.17266187050359713,4.53035702279298,8.336447394164123,4.301883620845282e-10,4.4696570820582486e-9,3.3599975228075785e-9,CDC6/MYBL2/TOP2A/RRM2/CDK1/CCNE2/CDC45/TK1/CCNE1/MCM10/E2F1/E2F2/CCNA2/ORC1/PSMD3/CCNB1/CDKN2A/CDC25A/PTK6/MCM2/CDC7/TYMS/DBF4/MCM6,24
R-HSA-1474290,Collagen formation,19/428,89/11230,0.21348314606741572,5.601438622282894,8.674948167720611,7.130546195740036e-10,7.335284650865244e-9,5.514189971067334e-9,COL10A1/COL11A1/MMP13/COL20A1/ADAMTS14/MMP9/P4HA3/COL1A1/COL22A1/COL5A1/COL5A2/COL1A2/COL8A1/COL3A1/COL12A1/SERPINH1/LOXL1/COL6A3/COL8A2,19
R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,12/428,32/11230,0.375,9.839369158878505,9.967043834426295,9.105722949087535e-10,9.275339356962694e-9,6.972596933150622e-9,PLK1/PKMYT1/HJURP/FOXM1/CDK1/TICRR/SGO1/CDC25C/CCNB2/CCNA2/CCNB1/CDC25A,12
R-HSA-156711,Polo-like kinase mediated events,9/428,16/11230,0.5625,14.759053738317757,10.962475133826999,1.408592770692007e-9,1.4209008628631022e-8,1.0681408644389057e-8,MYBL2/PLK1/PKMYT1/CENPF/FOXM1/CDC25C/CCNB2/CCNB1/CDC25A,9
R-HSA-388841,Regulation of T cell activation by CD28 family,33/428,265/11230,0.12452830188679245,3.2674131546464467,7.435148035177033,1.7379422102151908e-9,1.7362711119361377e-8,1.3052157084814491e-8,NEK2/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/CD80/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/LEF1/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/PSMD3/ICOS/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/HLA-DQB1/STAT1/PDCD1,33
R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,25/428,164/11230,0.1524390243902439,3.999743560519717,7.7028432416992025,2.7710555663847472e-9,2.7256627561781322e-8,2.0489760043403824e-8,H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/H2AC18/H3C13/H2AC7/H4C9/H2BC3/H2AX/H2BC11/H2BC15/CDK5,25
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,13/428,42/11230,0.30952380952380953,8.121384067645751,9.203503120414519,2.7807531487476615e-9,2.7256627561781322e-8,2.0489760043403824e-8,H2BC17/H2BC13/H2BC9/H4C14/H2BC6/H2BC7/H2BC14/H2BC10/H4C9/H2BC3/H2AX/H2BC11/H2BC15,13
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,16/428,67/11230,0.23880597014925373,6.265866927047007,8.60512449429766,2.8224026755596598e-9,2.7406321307537255e-8,2.0602290066554527e-8,COL10A1/COL11A1/COL20A1/ADAMTS14/P4HA3/COL1A1/COL22A1/COL5A1/COL5A2/COL1A2/COL8A1/COL3A1/COL12A1/SERPINH1/COL6A3/COL8A2,16
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,29/428,217/11230,0.1336405529953917,3.5065032947155346,7.421397029591018,3.4150752317866247e-9,3.285428857246577e-8,2.4697717563213217e-8,WT1/H3C12/H2BC17/H3C10/H3C2/H2AC14/H2BC13/H3C8/H2BC9/H4C14/H3C3/H2BC6/H2BC7/H3C7/H2AC4/H2BC14/H2BC10/EZH2/H2AC18/PSMD3/H3C13/H2AC7/H4C9/CDH11/H2BC3/H2AX/ADAM19/H2BC11/H2BC15,29
R-HSA-8948216,Collagen chain trimerization,13/428,44/11230,0.29545454545454547,7.752230246389125,8.932571737537291,5.276400248488961e-9,5.029522805669753e-8,3.7808681645377205e-8,COL10A1/COL11A1/COL20A1/COL1A1/COL22A1/COL5A1/COL5A2/COL1A2/COL8A1/COL3A1/COL12A1/COL6A3/COL8A2,13
R-HSA-176187,Activation of ATR in response to replication stress,12/428,37/11230,0.32432432432432434,8.509724677948977,9.107348683385293,6.280026204986475e-9,5.9317702063463156e-8,4.459119085263124e-8,CDC6/CLSPN/CDC45/MCM10/CDC25C/ORC1/CHEK1/CDC25A/MCM2/CDC7/DBF4/MCM6,12
