"symbol","HR","HR_lower","HR_upper","pvalue","padj"
"TTYH3",1.00004450694117,0.999948643742608,1.00014037932996,0.362854137271943,0.70422412444954
"MXRA5",1.00001097020941,0.999987261204711,1.00003467977624,0.364473465813502,0.70422412444954
"RCC1",1.00011039500069,0.999869888106153,1.00035095974632,0.368341686138989,0.70422412444954
"STX1A",1.00036431811107,0.999558844402989,1.0011704408934,0.375454870121008,0.70422412444954
"CDC20",1.00007760166617,0.999905950041272,1.00024928275811,0.375598758211338,0.70422412444954
"TYRP1",0.998843658780428,0.996289215468163,1.00140465157705,0.375840773322719,0.70422412444954
"DEPDC1B",1.00053871912816,0.999345958166874,1.00173290369926,0.376187678850905,0.70422412444954
"NCAPH",1.00023296773929,0.999716507599891,1.00074969468541,0.376703642075111,0.70422412444954
"EVPL",0.999892368517998,0.999653568164086,1.00013122591728,0.377108286921343,0.70422412444954
"SAMD1",0.999521841046817,0.998458405719264,1.00058640901514,0.378539163380695,0.70422412444954
"LPAR2",0.999676375431257,0.998954738929544,1.00039853323711,0.379669990079742,0.70422412444954
"SBK1",0.999873468416686,0.999590289429647,1.00015672762693,0.381257094884793,0.70422412444954
"GPRIN1",1.00032793478783,0.999593792878699,1.00106261588033,0.38139927179954,0.70422412444954
"GALNT5",0.999864228041946,0.99955922565002,1.00016932350135,0.383052053149571,0.70422412444954
"HAGHL",1.00019683933123,0.99975434656755,1.00063952794287,0.383335470966347,0.70422412444954
"WDR76",1.00036107895018,0.999548182993908,1.00117463600498,0.38408371542663,0.70422412444954
"CCL11",0.997681043467389,0.992475668370332,1.00291371991879,0.38437731095453,0.70422412444954
"MCM2",1.00006836072588,0.999912154726559,1.00022459112765,0.391055346392276,0.711396183594557
"KCNJ6",1.00225538225965,0.997100335391586,1.00743708091718,0.391854202617663,0.711396183594557
"IL9R",0.991246109641481,0.971467490040942,1.01142741260231,0.392543312461539,0.711396183594557
"HMMR",1.00020294480346,0.999732298066933,1.00067381310765,0.398093315739246,0.71885915288166
"PRC1",1.00005871415148,0.999920841472702,1.00019660584063,0.40392445728577,0.725265649895665
"CLSPN",1.00040691309477,0.999447116958392,1.00136763094937,0.406136130563834,0.725265649895665
"CXCL11",0.999866690247757,0.999551949431465,1.00018153017023,0.406558730508094,0.725265649895665
"DTL",1.00011526451793,0.999842588237781,1.00038801516213,0.407420145957326,0.725265649895665
"LRWD1",0.99958935556835,0.998613558581405,1.00056610605703,0.409803620387654,0.726930803655839
"PDIA4",0.999975783170601,0.999917908935136,1.00003366075577,0.41216398053699,0.728543374047778
"UNC5B",1.00005967480648,0.999914976062309,1.00020439449016,0.418935783956003,0.73699373395731
"MATN3",1.00009593828561,0.999862841106467,1.00032908980649,0.419880892254563,0.73699373395731
"MSLN",0.999977769450796,0.99992338310355,1.00003215875614,0.423068393388518,0.74000116195483
"GPC4",1.00005155840862,0.999924636956804,1.0001784959707,0.425943471081655,0.741957155272219
